kmer_1,hash_1,kmer_2,hash_2,Sample
0,765138874,36,315983661,1
1,913071851,37,190192823,1
2,431061932,29,670452566,1
3,650505907,34,422402162,1
4,454539980,35,615866827,1
5,744418096,36,315983661,1
6,830188738,37,190192823,1
7,99529480,51,941561121,1
8,398117922,38,760771294,1
9,518729865,43,566982687,1
10,1001177639,58,88634699,1
11,783485087,61,303911646,1
12,986456703,58,88634699,1
13,724601342,60,344413367,1
14,750921722,61,303911646,1
15,856203242,62,141904763,1
16,203587497,46,853411781,1
17,814349991,47,192421653,1
18,36174495,56,1012172628,1
19,144697983,49,931262802,1
20,578791933,65,491970251,1
21,167684086,49,931262802,1
22,670736345,65,491970251,1
23,535461732,52,545019015,1
24,1068105106,53,32592413,1
25,1051194955,53,32592413,1
26,983554349,58,88634699,1
27,712991925,59,354538797,1
28,704484053,60,344413367,1
29,670452566,65,491970251,1
30,534326616,80,549632002,1
31,1063564641,81,51044360,1
32,1033033095,81,51044360,1
33,910906908,62,141904763,1
34,422402162,80,549632002,1
35,615866827,73,516653834,1
36,315983661,71,770488368,1
37,190192823,66,894139182,1
38,760771294,69,316590979,1
39,895601528,85,182454526,1
40,361180640,78,772549504,1
41,370980737,71,770488368,1
42,410181127,80,549632002,1
43,566982687,73,516653834,1
44,120447100,79,942714368,1
45,481788401,80,549632002,1
46,853411781,82,204177443,1
47,192421653,72,934469826,1
48,769686612,73,516653834,1
49,931262802,85,182454526,1
50,503825736,80,549632002,1
51,941561121,81,51044360,1
52,545019015,82,204177443,1
53,32592413,79,942714368,1
54,130369653,79,942714368,1
55,521478613,80,549632002,1
56,1012172628,81,51044360,1
57,827465042,82,204177443,1
58,88634699,83,816709775,1
59,354538797,85,182454526,1

0,803590163,32,393873515,2
1,1066877005,39,35308050,2
2,1046282549,47,34791016,2
3,963904725,42,112231607,2
4,634393428,43,448926430,2
5,390090066,37,673295393,2
6,486618440,38,545697924,2
7,872731937,52,192520221,2
8,269702278,53,770080884,2
9,5067289,36,973630216,2
10,20269157,36,973630216,2
11,81076630,36,973630216,2
12,324306521,45,740371942,2
13,223484262,46,814004122,2
14,893937049,52,192520221,2
15,354522726,44,721963897,2
16,344349082,44,721963897,2
17,303654504,53,770080884,2
18,140876193,54,932839891,2
19,563504773,55,510134092,2
20,106535447,56,966794544,2
21,426141789,57,645952707,2
22,630825335,58,436327182,2
23,375817694,59,671566904,2
24,429528954,57,645952707,2
25,644373992,58,436327182,2
26,430012320,76,638135161,2
27,646307458,77,405056997,2
28,437746184,57,645952707,2
29,677242913,66,319695456,2
30,561488006,55,510134092,2
31,98468378,71,950633034,2
32,393873515,59,671566904,2
33,501752236,72,581306667,2
34,933267120,80,153844071,2
35,511843010,60,538783970,2
36,973630216,63,122435753,2
37,673295393,66,319695456,2
38,545697924,64,489743014,2
39,35308050,71,950633034,2
40,141232203,65,885230232,2
41,564928813,77,405056997,2
42,112231607,71,950633034,2
43,448926430,81,615376284,2
44,721963897,82,314021490,2
45,740371942,82,314021490,2
46,814004122,83,182344138,2
47,34791016,85,770022561,2
48,139164064,76,638135161,2
49,556656256,77,405056997,2
50,79141377,84,729376552,2
51,316565511,85,770022561,2
52,192520221,81,615376284,2
53,770080884,82,314021490,2
54,932839891,80,153844071,2
55,510134092,81,615376284,2
56,966794544,83,182344138,2
57,645952707,82,314021490,2
58,436327182,85,770022561,2
59,671566904,85,770022561,2

0,43977749,28,1039245490,3
1,175910996,49,897385424,3
2,703643984,51,399523087,3
3,667092290,34,436939534,3
4,520885515,36,548581613,3
5,1009800238,45,62225667,3
6,817975483,46,248902671,3
7,50676462,53,1023660273,3
8,202705848,40,850455903,3
9,810823393,58,256100096,3
10,22068100,59,1024400386,3
11,88272403,47,995610685,3
12,353089613,42,722392564,3
13,338616630,42,722392564,3
14,280724699,48,761217268,3
15,49156975,53,1023660273,3
16,196627901,54,873415623,3
17,786511607,55,272437020,3
18,998562783,66,117484697,3
19,773025660,61,284278827,3
20,944618993,66,117484697,3
21,557250502,52,524350524,3
22,81518362,47,995610685,3
23,326073448,48,761217268,3
24,230551968,68,806013341,3
25,922207874,72,180985290,3
26,467606027,74,748280998,3
27,796682284,61,284278827,3
28,1039245490,71,45246322,3
29,935756490,76,161335906,3
30,521800491,77,645343625,3
31,1013460140,57,64025024,3
32,832615088,58,256100096,3
33,109234883,59,1024400386,3
34,436939534,79,661821588,3
35,674016315,61,284278827,3
36,548581613,80,499802707,3
37,46842805,64,1013975753,3
38,187371221,81,925469006,3
39,749484887,78,433890853,3
40,850455903,76,161335906,3
41,180598141,81,925469006,3
42,722392564,82,480650555,3
43,742086608,78,433890853,3
44,820862784,84,174216124,3
45,62225667,81,925469006,3
46,248902671,75,845640344,3
47,995610685,76,161335906,3
48,761217268,78,433890853,3
49,897385424,84,174216124,3
50,368316227,85,696864496,3
51,399523087,85,696864496,3
52,524350524,77,645343625,3
53,1023660273,84,174216124,3
54,873415623,84,174216124,3
55,272437020,85,696864496,3
56,16006256,81,925469006,3
57,64025024,83,848860399,3
58,256100096,83,848860399,3
59,1024400386,84,174216124,3

0,818490882,41,219939678,4
1,52738057,42,879758712,4
2,210952228,37,856497155,4
3,843808915,41,219939678,4
4,154010191,42,879758712,4
5,616040766,53,507376472,4
6,316679419,36,750995200,4
7,192975853,42,879758712,4
8,771903413,43,297809379,4
9,940130004,44,117495695,4
10,539294545,59,523600585,4
11,9694534,57,1039357996,4
12,38778138,57,1039357996,4
13,155112554,58,936206514,4
14,620450217,59,523600585,4
15,334317220,55,601830786,4
16,263527058,46,806189303,4
