kmer_1,hash_1,kmer_2,hash_2,Sample
0,765138874,44,120447100,1
1,913071851,44,120447100,1
2,431061932,37,190192823,1
3,650505907,53,32592413,1
4,454539980,44,120447100,1
5,744418096,53,32592413,1
6,830188738,53,32592413,1
7,99529480,55,521478613,1
8,398117922,37,190192823,1
9,518729865,44,120447100,1
10,1001177639,53,32592413,1
11,783485087,54,130369653,1
12,986456703,53,32592413,1
13,724601342,53,32592413,1
14,750921722,53,32592413,1
15,856203242,53,32592413,1
16,203587497,59,354538797,1
17,814349991,53,32592413,1
18,36174495,53,32592413,1
19,144697983,45,481788401,1
20,578791933,53,32592413,1
21,167684086,65,491970251,1
22,670736345,58,88634699,1
23,535461732,58,88634699,1
24,1068105106,54,130369653,1
25,1051194955,62,141904763,1
26,983554349,53,32592413,1
27,712991925,53,32592413,1
28,704484053,58,88634699,1
29,670452566,64,122992562,1
30,534326616,58,88634699,1
31,1063564641,63,567619052,1
32,1033033095,62,141904763,1
33,910906908,81,51044360,1
34,422402162,82,204177443,1
35,615866827,84,45613631,1
36,315983661,68,347583200,1
37,190192823,68,347583200,1
38,760771294,84,45613631,1
39,895601528,84,45613631,1
40,361180640,77,193137376,1
41,370980737,82,204177443,1
42,410181127,85,182454526,1
43,566982687,81,51044360,1
44,120447100,73,516653834,1
45,481788401,85,182454526,1
46,853411781,84,45613631,1
47,192421653,73,516653834,1
48,769686612,84,45613631,1
49,931262802,84,45613631,1
50,503825736,81,51044360,1
51,941561121,81,51044360,1
52,545019015,84,45613631,1
53,32592413,80,549632002,1
54,130369653,84,45613631,1
55,521478613,81,51044360,1
56,1012172628,84,45613631,1
57,827465042,84,45613631,1
58,88634699,84,45613631,1
59,354538797,85,182454526,1

0,803590163,39,35308050,2
1,1066877005,38,545697924,2
2,1046282549,41,564928813,2
3,963904725,31,98468378,2
4,634393428,47,34791016,2
5,390090066,52,192520221,2
6,486618440,48,139164064,2
7,872731937,47,34791016,2
8,269702278,51,316565511,2
9,5067289,50,79141377,2
10,20269157,47,34791016,2
11,81076630,61,7652234,2
12,324306521,51,316565511,2
13,223484262,58,436327182,2
14,893937049,47,34791016,2
15,354522726,52,192520221,2
16,344349082,51,316565511,2
17,303654504,66,319695456,2
18,140876193,58,436327182,2
19,563504773,50,79141377,2
20,106535447,58,436327182,2
21,426141789,70,237658258,2
22,630825335,61,7652234,2
23,375817694,70,237658258,2
24,429528954,52,192520221,2
25,644373992,61,7652234,2
26,430012320,52,192520221,2
27,646307458,61,7652234,2
28,437746184,67,205040002,2
29,677242913,62,30608938,2
30,561488006,62,30608938,2
31,98468378,64,489743014,2
32,393873515,73,177743021,2
33,501752236,80,153844071,2
34,933267120,61,7652234,2
35,511843010,62,30608938,2
36,973630216,79,38461017,2
37,673295393,63,122435753,2
38,545697924,69,59414564,2
39,35308050,79,38461017,2
40,141232203,77,405056997,2
41,564928813,69,59414564,2
42,112231607,78,546486166,2
43,448926430,73,177743021,2
44,721963897,79,38461017,2
45,740371942,79,38461017,2
46,814004122,79,38461017,2
47,34791016,79,38461017,2
48,139164064,77,405056997,2
49,556656256,79,38461017,2
50,79141377,78,546486166,2
51,316565511,82,314021490,2
52,192520221,77,405056997,2
53,770080884,80,153844071,2
54,932839891,79,38461017,2
55,510134092,80,153844071,2
56,966794544,84,729376552,2
57,645952707,83,182344138,2
58,436327182,83,182344138,2
59,671566904,84,729376552,2

0,43977749,45,62225667,3
1,175910996,51,399523087,3
