kmer_1,hash_1,kmer_2,hash_2,Sample
0,10281932913029817952,28,9845264148664789849,1
1,11008738241297126721,47,11449405154163667149,1
2,13542730007268331863,31,12473531698534353904,1
3,18009943334019955827,50,16778637196868285846,1
4,3324971043915455065,41,4520116957135566461,1
5,18090399880013246874,50,16778637196868285846,1
6,12331549373091909295,31,12473531698534353904,1
7,6164623023918609780,34,5833809733040614466,1
8,13893489577821856840,46,14317330436659207353,1
9,469438574232423816,51,203652490009577455,1
10,11360585116524401206,47,11449405154163667149,1
11,18149174181549432639,50,16778637196868285846,1
12,12370897015063730477,53,13809666532709303840,1
13,8373421324167514917,39,8295650473472485131,1
14,15519285013463221704,49,16085940071245621544,1
15,15234535241596205155,49,16085940071245621544,1
16,8216662818135301292,48,8904097480284472207,1
17,17622582495970712833,58,16476859740066723046,1
18,13804599261552157592,53,13809666532709303840,1
19,8825093518739525291,48,8904097480284472207,1
20,7880790334668365396,64,7625370313413257543,1
21,7484900257330740912,54,7439343086284667501,1
22,9453367038096148548,61,10347934708796892392,1
23,11804503842235851078,53,13809666532709303840,1
24,9253381051312734945,52,10222425433642738190,1
25,1475010653410525138,60,2110493123162578809,1
26,2561918913130660141,56,3473493032979542255,1
27,14467454939797576562,66,15409064016387575689,1
28,9845264148664789849,61,10347934708796892392,1
29,14981191156957034334,66,15409064016387575689,1
30,8860663057099814841,65,8947956266206930145,1
31,12473531698534353904,81,12390662695876025907,1
32,6586072176077686521,79,6038390391394926556,1
33,6829947858805155605,79,6038390391394926556,1
34,5833809733040614466,62,5805237151082343676,1
35,15873812065460792999,66,15409064016387575689,1
36,14863086829567764268,66,15409064016387575689,1
37,7977174168213779359,64,7625370313413257543,1
38,7793250267262173432,64,7625370313413257543,1
39,8295650473472485131,65,8947956266206930145,1
40,8320081631200151566,65,8947956266206930145,1
41,4520116957135566461,71,4534245750254697930,1
42,14457917386737419132,78,15399010355450164312,1
43,5327434002648760532,85,4976693570590751086,1
44,16234991907797275456,82,18352826572450321872,1
45,14282052876520532702,78,15399010355450164312,1
46,14317330436659207353,78,15399010355450164312,1
47,11449405154163667149,80,11058549178050824409,1
48,8904097480284472207,79,6038390391394926556,1
49,16085940071245621544,78,15399010355450164312,1
50,16778637196868285846,82,18352826572450321872,1
51,203652490009577455,77,3849746820721459864,1
52,10222425433642738190,80,11058549178050824409,1
53,13809666532709303840,84,13539093817034192981,1
